,Move,Type,Power,Accuracy,PP,Pokemon
2311,Body Slam,Normal,85,100,15,Seel
2312,Take Down,Normal,90,85,20,Seel
2313,Double-Edge,Normal,100,100,15,Seel
2314,BubbleBeam,Water,65,100,20,Seel
2315,Water Gun,Water,40,100,25,Seel
2316,Ice Beam,Ice,95,100,10,Seel
2317,Blizzard,Ice,120,90,5,Seel
2318,Pay Day,Normal,40,100,20,Seel
2319,Rage,Normal,20,100,20,Seel
2320,Mimic,Normal,0,100,10,Seel
2321,Double Team,Normal,0,0,15,Seel
2322,Bide,Normal,0,0,10,Seel
2323,Skull Bash,Normal,100,100,15,Seel
2324,Rest,Psychic,0,0,10,Seel
2325,Substitute,Normal,0,0,10,Seel
2326,Surf,Water,95,100,15,Seel
2327,Strength,Normal,80,100,15,Seel
2328,Headbutt,Normal,70,100,15,Dewgong
2329,Growl,Normal,0,100,40,Dewgong
2330,Aurora Beam,Ice,65,100,20,Dewgong
2331,Growl,Normal,0,100,40,Dewgong
2332,Aurora Beam,Ice,65,100,20,Dewgong
2333,Rest,Psychic,0,0,10,Dewgong
2334,Take Down,Normal,90,85,20,Dewgong
2335,Ice Beam,Ice,95,100,10,Dewgong
2336,Toxic,Poison,0,85,10,Dewgong
2337,Horn Drill,Normal,0,30,5,Dewgong
2338,Body Slam,Normal,85,100,15,Dewgong
2339,Take Down,Normal,90,85,20,Dewgong
2340,Double-Edge,Normal,100,100,15,Dewgong
2341,BubbleBeam,Water,65,100,20,Dewgong
2342,Water Gun,Water,40,100,25,Dewgong
2343,Ice Beam,Ice,95,100,10,Dewgong
2344,Blizzard,Ice,120,90,5,Dewgong
2345,Hyper Beam,Normal,150,90,5,Dewgong
2346,Pay Day,Normal,40,100,20,Dewgong
2347,Rage,Normal,20,100,20,Dewgong
2348,Mimic,Normal,0,100,10,Dewgong
2349,Double Team,Normal,0,0,15,Dewgong
2350,Bide,Normal,0,0,10,Dewgong
2351,Skull Bash,Normal,100,100,15,Dewgong
2352,Rest,Psychic,0,0,10,Dewgong
2353,Substitute,Normal,0,0,10,Dewgong
2354,Surf,Water,95,100,15,Dewgong
2355,Strength,Normal,80,100,15,Dewgong
2356,Pound,Normal,40,100,35,Grimer
2357,Disable,Normal,0,55,20,Grimer
2358,Poison Gas,Poison,0,55,40,Grimer
2359,Minimize,Normal,0,0,20,Grimer
2360,Sludge,Poison,65,100,20,Grimer
2361,Harden,Normal,0,0,30,Grimer
2362,Screech,Normal,0,85,40,Grimer
2363,Acid Armor,Poison,0,0,40,Grimer
2364,Toxic,Poison,0,85,10,Grimer
2365,Body Slam,Normal,85,100,15,Grimer
2366,Rage,Normal,20,100,20,Grimer
2367,Mega Drain,Grass,40,100,10,Grimer
2368,Thunderbolt,Electric,95,100,15,Grimer
2369,Thunder,Electric,120,70,10,Grimer
2370,Mimic,Normal,0,100,10,Grimer
2371,Double Team,Normal,0,0,15,Grimer
2372,Bide,Normal,0,0,10,Grimer
2373,Selfdestruct,Normal,130,100,5,Grimer
2374,Fire Blast,Fire,120,85,5,Grimer
2375,Rest,Psychic,0,0,10,Grimer
2376,Explosion,Normal,170,100,5,Grimer
2377,Substitute,Normal,0,0,10,Grimer
2378,Pound,Normal,40,100,35,Muk
2379,Disable,Normal,0,55,20,Muk
2380,Poison Gas,Poison,0,55,40,Muk
2381,Poison Gas,Poison,0,55,40,Muk
2382,Minimize,Normal,0,0,20,Muk
2383,Sludge,Poison,65,100,20,Muk
2384,Harden,Normal,0,0,30,Muk
2385,Screech,Normal,0,85,40,Muk
2386,Acid Armor,Poison,0,0,40,Muk
2387,Toxic,Poison,0,85,10,Muk
2388,Body Slam,Normal,85,100,15,Muk
2389,Hyper Beam,Normal,150,90,5,Muk
2390,Rage,Normal,20,100,20,Muk
2391,Mega Drain,Grass,40,100,10,Muk
2392,Thunderbolt,Electric,95,100,15,Muk
2393,Thunder,Electric,120,70,10,Muk
2394,Mimic,Normal,0,100,10,Muk
2395,Double Team,Normal,0,0,15,Muk
2396,Bide,Normal,0,0,10,Muk
2397,Selfdestruct,Normal,130,100,5,Muk
2398,Fire Blast,Fire,120,85,5,Muk
2399,Rest,Psychic,0,0,10,Muk
2400,Explosion,Normal,170,100,5,Muk
2401,Substitute,Normal,0,0,10,Muk
2402,Tackle,Normal,35,95,35,Shellder
2403,Withdraw,Water,0,0,40,Shellder
2404,Supersonic,Normal,0,55,20,Shellder
2405,Clamp,Water,35,75,10,Shellder
2406,Aurora Beam,Ice,65,100,20,Shellder
2407,Leer,Normal,0,100,30,Shellder
2408,Ice Beam,Ice,95,100,10,Shellder
2409,Toxic,Poison,0,85,10,Shellder
2410,Take Down,Normal,90,85,20,Shellder
2411,Double-Edge,Normal,100,100,15,Shellder
2412,BubbleBeam,Water,65,100,20,Shellder
2413,Water Gun,Water,40,100,25,Shellder
2414,Ice Beam,Ice,95,100,10,Shellder
2415,Blizzard,Ice,120,90,5,Shellder
2416,Rage,Normal,20,100,20,Shellder
2417,Teleport,Psychic,0,0,20,Shellder
2418,Mimic,Normal,0,100,10,Shellder
2419,Double Team,Normal,0,0,15,Shellder
2420,Reflect,Psychic,0,0,20,Shellder
2421,Bide,Normal,0,0,10,Shellder
2422,Selfdestruct,Normal,130,100,5,Shellder
2423,Swift,Normal,60,0,20,Shellder
2424,Rest,Psychic,0,0,10,Shellder
2425,Explosion,Normal,170,100,5,Shellder
2426,Tri Attack,Normal,80,100,10,Shellder
2427,Substitute,Normal,0,0,10,Shellder
2428,Surf,Water,95,100,15,Shellder
2429,Withdraw,Water,0,0,40,Cloyster
2430,Supersonic,Normal,0,55,20,Cloyster
2431,Clamp,Water,35,75,10,Cloyster
2432,Aurora Beam,Ice,65,100,20,Cloyster
2433,Spike Cannon,Normal,20,100,15,Cloyster
2434,Toxic,Poison,0,85,10,Cloyster
2435,Take Down,Normal,90,85,20,Cloyster
2436,Double-Edge,Normal,100,100,15,Cloyster
2437,BubbleBeam,Water,65,100,20,Cloyster
2438,Water Gun,Water,40,100,25,Cloyster
2439,Ice Beam,Ice,95,100,10,Cloyster
2440,Blizzard,Ice,120,90,5,Cloyster
2441,Hyper Beam,Normal,150,90,5,Cloyster
2442,Rage,Normal,20,100,20,Cloyster
2443,Teleport,Psychic,0,0,20,Cloyster
2444,Mimic,Normal,0,100,10,Cloyster
2445,Double Team,Normal,0,0,15,Cloyster
2446,Reflect,Psychic,0,0,20,Cloyster
2447,Bide,Normal,0,0,10,Cloyster
2448,Selfdestruct,Normal,130,100,5,Cloyster
2449,Swift,Normal,60,0,20,Cloyster
2450,Rest,Psychic,0,0,10,Cloyster
2451,Explosion,Normal,170,100,5,Cloyster
2452,Tri Attack,Normal,80,100,10,Cloyster
2453,Substitute,Normal,0,0,10,Cloyster
2454,Surf,Water,95,100,15,Cloyster
2455,Lick,Ghost,20,100,30,Gastly
2456,Confuse Ray,Ghost,0,100,10,Gastly
2457,Night Shade,Ghost,0,100,15,Gastly
2458,Hypnosis,Psychic,0,60,20,Gastly
2459,Dream Eater,Psychic,100,100,15,Gastly
2460,Toxic,Poison,0,85,10,Gastly
2461,Rage,Normal,20,100,20,Gastly
2462,Mega Drain,Grass,40,100,10,Gastly
2463,Thunderbolt,Electric,95,100,15,Gastly
2464,Thunder,Electric,120,70,10,Gastly
2465,Psychic,Psychic,90,100,10,Gastly
2466,Mimic,Normal,0,100,10,Gastly
2467,Double Team,Normal,0,0,15,Gastly
2468,Bide,Normal,0,0,10,Gastly
2469,Selfdestruct,Normal,130,100,5,Gastly
2470,Dream Eater,Psychic,100,100,15,Gastly
2471,Rest,Psychic,0,0,10,Gastly
2472,Psywave,Psychic,0,80,15,Gastly
2473,Explosion,Normal,170,100,5,Gastly
2474,Substitute,Normal,0,0,10,Gastly
2475,Lick,Ghost,20,100,30,Haunter
2476,Confuse Ray,Ghost,0,100,10,Haunter
2477,Night Shade,Ghost,0,100,15,Haunter
2478,Hypnosis,Psychic,0,60,20,Haunter
2479,Dream Eater,Psychic,100,100,15,Haunter
2480,Toxic,Poison,0,85,10,Haunter
2481,Rage,Normal,20,100,20,Haunter
2482,Mega Drain,Grass,40,100,10,Haunter
2483,Thunderbolt,Electric,95,100,15,Haunter
2484,Thunder,Electric,120,70,10,Haunter
2485,Psychic,Psychic,90,100,10,Haunter
2486,Mimic,Normal,0,100,10,Haunter
2487,Double Team,Normal,0,0,15,Haunter
2488,Bide,Normal,0,0,10,Haunter
2489,Selfdestruct,Normal,130,100,5,Haunter
2490,Dream Eater,Psychic,100,100,15,Haunter
2491,Rest,Psychic,0,0,10,Haunter
2492,Psywave,Psychic,0,80,15,Haunter
2493,Explosion,Normal,170,100,5,Haunter
2494,Substitute,Normal,0,0,10,Haunter
2495,Lick,Ghost,20,100,30,Gengar
2496,Confuse Ray,Ghost,0,100,10,Gengar
2497,Night Shade,Ghost,0,100,15,Gengar
2498,Hypnosis,Psychic,0,60,20,Gengar
2499,Dream Eater,Psychic,100,100,15,Gengar
2500,Mega Punch,Normal,80,85,20,Gengar
2501,Mega Kick,Normal,120,75,5,Gengar
2502,Toxic,Poison,0,85,10,Gengar
2503,Body Slam,Normal,85,100,15,Gengar
2504,Take Down,Normal,90,85,20,Gengar
2505,Double-Edge,Normal,100,100,15,Gengar
2506,Hyper Beam,Normal,150,90,5,Gengar
2507,Submission,Fighting,80,80,25,Gengar
2508,Counter,Fighting,0,100,20,Gengar
2509,Seismic Toss,Fighting,0,100,20,Gengar
2510,Rage,Normal,20,100,20,Gengar
2511,Mega Drain,Grass,40,100,10,Gengar
2512,Thunderbolt,Electric,95,100,15,Gengar
2513,Thunder,Electric,120,70,10,Gengar
2514,Psychic,Psychic,90,100,10,Gengar
2515,Mimic,Normal,0,100,10,Gengar
2516,Double Team,Normal,0,0,15,Gengar
2517,Bide,Normal,0,0,10,Gengar
2518,Metronome,Normal,0,0,10,Gengar
2519,Selfdestruct,Normal,130,100,5,Gengar
2520,Skull Bash,Normal,100,100,15,Gengar
2521,Dream Eater,Psychic,100,100,15,Gengar
2522,Rest,Psychic,0,0,10,Gengar
2523,Psywave,Psychic,0,80,15,Gengar
2524,Explosion,Normal,170,100,5,Gengar
2525,Substitute,Normal,0,0,10,Gengar
2526,Strength,Normal,80,100,15,Gengar
2527,Tackle,Normal,35,95,35,Onix
2528,Screech,Normal,0,85,40,Onix
2529,Bind,Normal,15,75,20,Onix
2530,Rock Throw,Rock,50,65,15,Onix
2531,Rage,Normal,20,100,20,Onix
2532,Slam,Normal,80,75,20,Onix
2533,Harden,Normal,0,0,30,Onix
2534,Toxic,Poison,0,85,10,Onix
2535,Body Slam,Normal,85,100,15,Onix
2536,Take Down,Normal,90,85,20,Onix
2537,Double-Edge,Normal,100,100,15,Onix
2538,Rage,Normal,20,100,20,Onix
2539,Earthquake,Ground,100,100,10,Onix
2540,Fissure,Ground,0,30,5,Onix
2541,Dig,Ground,100,100,10,Onix
2542,Mimic,Normal,0,100,10,Onix
2543,Double Team,Normal,0,0,15,Onix
2544,Bide,Normal,0,0,10,Onix
2545,Selfdestruct,Normal,130,100,5,Onix
2546,Skull Bash,Normal,100,100,15,Onix
2547,Rest,Psychic,0,0,10,Onix
2548,Explosion,Normal,170,100,5,Onix
2549,Rock Slide,Rock,75,90,10,Onix
2550,Substitute,Normal,0,0,10,Onix
2551,Strength,Normal,80,100,15,Onix
2552,Pound,Normal,40,100,35,Drowzee
2553,Hypnosis,Psychic,0,60,20,Drowzee
2554,Disable,Normal,0,55,20,Drowzee
2555,Confusion,Psychic,50,100,25,Drowzee
2556,Headbutt,Normal,70,100,15,Drowzee
2557,Poison Gas,Poison,0,55,40,Drowzee
2558,Psychic,Psychic,90,100,10,Drowzee
2559,Meditate,Psychic,0,0,40,Drowzee
2560,Mega Punch,Normal,80,85,20,Drowzee
2561,Mega Kick,Normal,120,75,5,Drowzee
2562,Toxic,Poison,0,85,10,Drowzee
2563,Body Slam,Normal,85,100,15,Drowzee
2564,Take Down,Normal,90,85,20,Drowzee
2565,Double-Edge,Normal,100,100,15,Drowzee
2566,Submission,Fighting,80,80,25,Drowzee
2567,Counter,Fighting,0,100,20,Drowzee
2568,Seismic Toss,Fighting,0,100,20,Drowzee
2569,Rage,Normal,20,100,20,Drowzee
2570,Psychic,Psychic,90,100,10,Drowzee
2571,Teleport,Psychic,0,0,20,Drowzee
2572,Mimic,Normal,0,100,10,Drowzee
2573,Double Team,Normal,0,0,15,Drowzee
2574,Reflect,Psychic,0,0,20,Drowzee
2575,Bide,Normal,0,0,10,Drowzee
2576,Metronome,Normal,0,0,10,Drowzee
2577,Skull Bash,Normal,100,100,15,Drowzee
2578,Dream Eater,Psychic,100,100,15,Drowzee
2579,Rest,Psychic,0,0,10,Drowzee
2580,Thunder Wave,Electric,0,100,20,Drowzee
2581,Psywave,Psychic,0,80,15,Drowzee
2582,Tri Attack,Normal,80,100,10,Drowzee
2583,Substitute,Normal,0,0,10,Drowzee
2584,Flash,Normal,0,70,20,Drowzee
2585,Pound,Normal,40,100,35,Hypno
2586,Hypnosis,Psychic,0,60,20,Hypno
2587,Disable,Normal,0,55,20,Hypno
2588,Confusion,Psychic,50,100,25,Hypno
2589,Disable,Normal,0,55,20,Hypno
2590,Confusion,Psychic,50,100,25,Hypno
2591,Headbutt,Normal,70,100,15,Hypno
2592,Poison Gas,Poison,0,55,40,Hypno
2593,Psychic,Psychic,90,100,10,Hypno
2594,Meditate,Psychic,0,0,40,Hypno
2595,Mega Punch,Normal,80,85,20,Hypno
2596,Mega Kick,Normal,120,75,5,Hypno
2597,Toxic,Poison,0,85,10,Hypno
2598,Body Slam,Normal,85,100,15,Hypno
2599,Take Down,Normal,90,85,20,Hypno
2600,Double-Edge,Normal,100,100,15,Hypno
2601,Hyper Beam,Normal,150,90,5,Hypno
2602,Submission,Fighting,80,80,25,Hypno
2603,Counter,Fighting,0,100,20,Hypno
2604,Seismic Toss,Fighting,0,100,20,Hypno
2605,Rage,Normal,20,100,20,Hypno
2606,Psychic,Psychic,90,100,10,Hypno
2607,Teleport,Psychic,0,0,20,Hypno
2608,Mimic,Normal,0,100,10,Hypno
2609,Double Team,Normal,0,0,15,Hypno
2610,Reflect,Psychic,0,0,20,Hypno
2611,Bide,Normal,0,0,10,Hypno
2612,Metronome,Normal,0,0,10,Hypno
2613,Skull Bash,Normal,100,100,15,Hypno
2614,Dream Eater,Psychic,100,100,15,Hypno
2615,Rest,Psychic,0,0,10,Hypno
2616,Thunder Wave,Electric,0,100,20,Hypno
2617,Psywave,Psychic,0,80,15,Hypno
2618,Tri Attack,Normal,80,100,10,Hypno
2619,Substitute,Normal,0,0,10,Hypno
2620,Flash,Normal,0,70,20,Hypno
2621,Bubble,Water,20,100,30,Krabby
2622,Leer,Normal,0,100,30,Krabby
2623,ViceGrip,Normal,55,100,30,Krabby
2624,Guillotine,Normal,0,30,5,Krabby
2625,Stomp,Normal,65,100,20,Krabby
2626,Crabhammer,Water,90,85,10,Krabby
2627,Harden,Normal,0,0,30,Krabby
2628,Swords Dance,Normal,0,0,30,Krabby
2629,Toxic,Poison,0,85,10,Krabby
2630,Body Slam,Normal,85,100,15,Krabby
2631,Take Down,Normal,90,85,20,Krabby
2632,Double-Edge,Normal,100,100,15,Krabby
2633,BubbleBeam,Water,65,100,20,Krabby
2634,Water Gun,Water,40,100,25,Krabby
2635,Ice Beam,Ice,95,100,10,Krabby
2636,Blizzard,Ice,120,90,5,Krabby
2637,Rage,Normal,20,100,20,Krabby
2638,Mimic,Normal,0,100,10,Krabby
2639,Double Team,Normal,0,0,15,Krabby
2640,Bide,Normal,0,0,10,Krabby
2641,Rest,Psychic,0,0,10,Krabby
2642,Substitute,Normal,0,0,10,Krabby
2643,Cut,Normal,50,95,30,Krabby
2644,Surf,Water,95,100,15,Krabby
2645,Strength,Normal,80,100,15,Krabby
2646,Bubble,Water,20,100,30,Kingler
2647,Leer,Normal,0,100,30,Kingler
2648,ViceGrip,Normal,55,100,30,Kingler
2649,ViceGrip,Normal,55,100,30,Kingler
2650,Guillotine,Normal,0,30,5,Kingler
2651,Stomp,Normal,65,100,20,Kingler
2652,Crabhammer,Water,90,85,10,Kingler
2653,Harden,Normal,0,0,30,Kingler
2654,Swords Dance,Normal,0,0,30,Kingler
2655,Toxic,Poison,0,85,10,Kingler
2656,Body Slam,Normal,85,100,15,Kingler
2657,Take Down,Normal,90,85,20,Kingler
2658,Double-Edge,Normal,100,100,15,Kingler
2659,BubbleBeam,Water,65,100,20,Kingler
2660,Water Gun,Water,40,100,25,Kingler
2661,Ice Beam,Ice,95,100,10,Kingler
2662,Blizzard,Ice,120,90,5,Kingler
2663,Hyper Beam,Normal,150,90,5,Kingler
2664,Rage,Normal,20,100,20,Kingler
2665,Mimic,Normal,0,100,10,Kingler
2666,Double Team,Normal,0,0,15,Kingler
2667,Bide,Normal,0,0,10,Kingler
2668,Rest,Psychic,0,0,10,Kingler
2669,Substitute,Normal,0,0,10,Kingler
2670,Cut,Normal,50,95,30,Kingler
2671,Surf,Water,95,100,15,Kingler
2672,Strength,Normal,80,100,15,Kingler
2673,Tackle,Normal,35,95,35,Voltorb
2674,Screech,Normal,0,85,40,Voltorb
2675,SonicBoom,Normal,0,90,20,Voltorb
2676,Selfdestruct,Normal,130,100,5,Voltorb
2677,Light Screen,Psychic,0,0,30,Voltorb
2678,Swift,Normal,60,0,20,Voltorb
2679,Explosion,Normal,170,100,5,Voltorb
2680,Toxic,Poison,0,85,10,Voltorb
2681,Take Down,Normal,90,85,20,Voltorb
2682,Rage,Normal,20,100,20,Voltorb
2683,Thunderbolt,Electric,95,100,15,Voltorb
2684,Thunder,Electric,120,70,10,Voltorb
2685,Teleport,Psychic,0,0,20,Voltorb
2686,Mimic,Normal,0,100,10,Voltorb
2687,Double Team,Normal,0,0,15,Voltorb
2688,Reflect,Psychic,0,0,20,Voltorb
2689,Bide,Normal,0,0,10,Voltorb
2690,Selfdestruct,Normal,130,100,5,Voltorb
2691,Swift,Normal,60,0,20,Voltorb
2692,Rest,Psychic,0,0,10,Voltorb
2693,Thunder Wave,Electric,0,100,20,Voltorb
2694,Explosion,Normal,170,100,5,Voltorb
2695,Substitute,Normal,0,0,10,Voltorb
2696,Flash,Normal,0,70,20,Voltorb
2697,Tackle,Normal,35,95,35,Electrode
2698,Screech,Normal,0,85,40,Electrode
2699,SonicBoom,Normal,0,90,20,Electrode
2700,SonicBoom,Normal,0,90,20,Electrode
2701,Selfdestruct,Normal,130,100,5,Electrode
2702,Light Screen,Psychic,0,0,30,Electrode
2703,Swift,Normal,60,0,20,Electrode
2704,Explosion,Normal,170,100,5,Electrode
2705,Toxic,Poison,0,85,10,Electrode
2706,Take Down,Normal,90,85,20,Electrode
2707,Hyper Beam,Normal,150,90,5,Electrode
2708,Rage,Normal,20,100,20,Electrode
2709,Thunderbolt,Electric,95,100,15,Electrode
2710,Thunder,Electric,120,70,10,Electrode
2711,Teleport,Psychic,0,0,20,Electrode
2712,Mimic,Normal,0,100,10,Electrode
2713,Double Team,Normal,0,0,15,Electrode
2714,Reflect,Psychic,0,0,20,Electrode
2715,Bide,Normal,0,0,10,Electrode
2716,Selfdestruct,Normal,130,100,5,Electrode
2717,Swift,Normal,60,0,20,Electrode
2718,Skull Bash,Normal,100,100,15,Electrode
2719,Rest,Psychic,0,0,10,Electrode
2720,Thunder Wave,Electric,0,100,20,Electrode
2721,Explosion,Normal,170,100,5,Electrode
2722,Substitute,Normal,0,0,10,Electrode
2723,Flash,Normal,0,70,20,Electrode
2724,Barrage,Normal,15,85,20,Exeggcute
2725,Hypnosis,Psychic,0,60,20,Exeggcute
2726,Reflect,Psychic,0,0,20,Exeggcute
2727,Leech Seed,Grass,0,90,10,Exeggcute
2728,Stun Spore,Grass,0,75,30,Exeggcute
2729,PoisonPowder,Poison,0,75,35,Exeggcute
2730,SolarBeam,Grass,120,100,10,Exeggcute
2731,Sleep Powder,Grass,0,75,15,Exeggcute
2732,Toxic,Poison,0,85,10,Exeggcute
2733,Take Down,Normal,90,85,20,Exeggcute
2734,Double-Edge,Normal,100,100,15,Exeggcute
2735,Rage,Normal,20,100,20,Exeggcute
2736,Psychic,Psychic,90,100,10,Exeggcute
2737,Teleport,Psychic,0,0,20,Exeggcute
2738,Mimic,Normal,0,100,10,Exeggcute
2739,Double Team,Normal,0,0,15,Exeggcute
2740,Reflect,Psychic,0,0,20,Exeggcute
2741,Bide,Normal,0,0,10,Exeggcute
2742,Selfdestruct,Normal,130,100,5,Exeggcute
2743,Egg Bomb,Normal,100,75,10,Exeggcute
2744,Rest,Psychic,0,0,10,Exeggcute
2745,Psywave,Psychic,0,80,15,Exeggcute
2746,Explosion,Normal,170,100,5,Exeggcute
2747,Substitute,Normal,0,0,10,Exeggcute
2748,Barrage,Normal,15,85,20,Exeggutor
2749,Hypnosis,Psychic,0,60,20,Exeggutor
2750,Stomp,Normal,65,100,20,Exeggutor
2751,Toxic,Poison,0,85,10,Exeggutor
2752,Take Down,Normal,90,85,20,Exeggutor
2753,Double-Edge,Normal,100,100,15,Exeggutor
2754,Hyper Beam,Normal,150,90,5,Exeggutor
2755,Rage,Normal,20,100,20,Exeggutor
2756,Mega Drain,Grass,40,100,10,Exeggutor
2757,SolarBeam,Grass,120,100,10,Exeggutor
2758,Psychic,Psychic,90,100,10,Exeggutor
2759,Teleport,Psychic,0,0,20,Exeggutor
2760,Mimic,Normal,0,100,10,Exeggutor
2761,Double Team,Normal,0,0,15,Exeggutor
2762,Reflect,Psychic,0,0,20,Exeggutor
2763,Bide,Normal,0,0,10,Exeggutor
2764,Selfdestruct,Normal,130,100,5,Exeggutor
2765,Egg Bomb,Normal,100,75,10,Exeggutor
2766,Rest,Psychic,0,0,10,Exeggutor
2767,Psywave,Psychic,0,80,15,Exeggutor
2768,Explosion,Normal,170,100,5,Exeggutor
2769,Substitute,Normal,0,0,10,Exeggutor
2770,Strength,Normal,80,100,15,Exeggutor
2771,Growl,Normal,0,100,40,Cubone
2772,Bone Club,Ground,65,85,20,Cubone
2773,Tail Whip,Normal,0,100,30,Cubone
2774,Headbutt,Normal,70,100,15,Cubone
2775,Leer,Normal,0,100,30,Cubone
2776,Focus Energy,Normal,0,101,30,Cubone
2777,Thrash,Normal,90,100,20,Cubone
2778,Bonemerang,Ground,50,90,10,Cubone
2779,Rage,Normal,20,100,20,Cubone
2780,Mega Punch,Normal,80,85,20,Cubone
2781,Mega Kick,Normal,120,75,5,Cubone
2782,Toxic,Poison,0,85,10,Cubone
2783,Body Slam,Normal,85,100,15,Cubone
2784,Take Down,Normal,90,85,20,Cubone
2785,Double-Edge,Normal,100,100,15,Cubone
2786,BubbleBeam,Water,65,100,20,Cubone
2787,Water Gun,Water,40,100,25,Cubone
2788,Ice Beam,Ice,95,100,10,Cubone
2789,Blizzard,Ice,120,90,5,Cubone
2790,Submission,Fighting,80,80,25,Cubone
2791,Counter,Fighting,0,100,20,Cubone
2792,Seismic Toss,Fighting,0,100,20,Cubone
2793,Rage,Normal,20,100,20,Cubone
2794,Earthquake,Ground,100,100,10,Cubone
2795,Fissure,Ground,0,30,5,Cubone
2796,Dig,Ground,100,100,10,Cubone
2797,Mimic,Normal,0,100,10,Cubone
2798,Double Team,Normal,0,0,15,Cubone
2799,Bide,Normal,0,0,10,Cubone
2800,Fire Blast,Fire,120,85,5,Cubone
2801,Skull Bash,Normal,100,100,15,Cubone
2802,Rest,Psychic,0,0,10,Cubone
2803,Substitute,Normal,0,0,10,Cubone
2804,Strength,Normal,80,100,15,Cubone
2805,Bone Club,Ground,65,85,20,Marowak
2806,Tail Whip,Normal,0,100,30,Marowak
2807,Bone Club,Ground,65,85,20,Marowak
2808,Tail Whip,Normal,0,100,30,Marowak
2809,Headbutt,Normal,70,100,15,Marowak
2810,Leer,Normal,0,100,30,Marowak
2811,Focus Energy,Normal,0,101,30,Marowak
2812,Thrash,Normal,90,100,20,Marowak
2813,Bonemerang,Ground,50,90,10,Marowak
2814,Rage,Normal,20,100,20,Marowak
2815,Growl,Normal,0,100,40,Marowak
2816,Leer,Normal,0,100,30,Marowak
2817,Focus Energy,Normal,0,101,30,Marowak
2818,Mega Punch,Normal,80,85,20,Marowak
2819,Mega Kick,Normal,120,75,5,Marowak
2820,Toxic,Poison,0,85,10,Marowak
2821,Body Slam,Normal,85,100,15,Marowak
2822,Take Down,Normal,90,85,20,Marowak
2823,Double-Edge,Normal,100,100,15,Marowak
2824,BubbleBeam,Water,65,100,20,Marowak
2825,Water Gun,Water,40,100,25,Marowak
2826,Ice Beam,Ice,95,100,10,Marowak
2827,Blizzard,Ice,120,90,5,Marowak
2828,Hyper Beam,Normal,150,90,5,Marowak
2829,Submission,Fighting,80,80,25,Marowak
2830,Counter,Fighting,0,100,20,Marowak
2831,Seismic Toss,Fighting,0,100,20,Marowak
2832,Rage,Normal,20,100,20,Marowak
2833,Earthquake,Ground,100,100,10,Marowak
2834,Fissure,Ground,0,30,5,Marowak
2835,Dig,Ground,100,100,10,Marowak
2836,Mimic,Normal,0,100,10,Marowak
2837,Double Team,Normal,0,0,15,Marowak
2838,Bide,Normal,0,0,10,Marowak
2839,Fire Blast,Fire,120,85,5,Marowak
2840,Skull Bash,Normal,100,100,15,Marowak
2841,Rest,Psychic,0,0,10,Marowak
2842,Substitute,Normal,0,0,10,Marowak
2843,Strength,Normal,80,100,15,Marowak
2844,Double Kick,Fighting,30,100,30,Hitmonlee
2845,Meditate,Psychic,0,0,40,Hitmonlee
2846,Rolling Kick,Fighting,60,85,15,Hitmonlee
2847,Jump Kick,Fighting,70,95,25,Hitmonlee
2848,Focus Energy,Normal,0,0,30,Hitmonlee
2849,Hi Jump Kick,Fighting,85,90,20,Hitmonlee
2850,Mega Kick,Normal,120,75,5,Hitmonlee
2851,Mega Punch,Normal,80,85,20,Hitmonlee
2852,Mega Kick,Normal,120,75,5,Hitmonlee
2853,Toxic,Poison,0,85,10,Hitmonlee
2854,Body Slam,Normal,85,100,15,Hitmonlee
2855,Take Down,Normal,90,85,20,Hitmonlee
2856,Double-Edge,Normal,100,100,15,Hitmonlee
2857,Submission,Fighting,80,80,25,Hitmonlee
2858,Counter,Fighting,0,100,20,Hitmonlee
2859,Seismic Toss,Fighting,0,100,20,Hitmonlee
2860,Rage,Normal,20,100,20,Hitmonlee
2861,Mimic,Normal,0,100,10,Hitmonlee
2862,Double Team,Normal,0,0,15,Hitmonlee
2863,Bide,Normal,0,0,10,Hitmonlee
2864,Metronome,Normal,0,0,10,Hitmonlee
2865,Swift,Normal,60,0,20,Hitmonlee
2866,Skull Bash,Normal,100,100,15,Hitmonlee
2867,Rest,Psychic,0,0,10,Hitmonlee
2868,Substitute,Normal,0,0,10,Hitmonlee
2869,Strength,Normal,80,100,15,Hitmonlee
2870,Comet Punch,Normal,18,85,15,Hitmonchan
2871,Agility,Psychic,0,0,30,Hitmonchan
2872,Fire Punch,Fire,75,100,15,Hitmonchan
2873,Ice Punch,Ice,75,100,15,Hitmonchan
2874,ThunderPunch,Electric,75,100,15,Hitmonchan
2875,Mega Punch,Normal,80,85,20,Hitmonchan
2876,Counter,Fighting,0,100,20,Hitmonchan
2877,Mega Punch,Normal,80,85,20,Hitmonchan
2878,Mega Kick,Normal,120,75,5,Hitmonchan
2879,Toxic,Poison,0,85,10,Hitmonchan
2880,Body Slam,Normal,85,100,15,Hitmonchan
2881,Take Down,Normal,90,85,20,Hitmonchan
2882,Double-Edge,Normal,100,100,15,Hitmonchan
2883,Submission,Fighting,80,80,25,Hitmonchan
2884,Counter,Fighting,0,100,20,Hitmonchan
2885,Seismic Toss,Fighting,0,100,20,Hitmonchan
2886,Rage,Normal,20,100,20,Hitmonchan
2887,Mimic,Normal,0,100,10,Hitmonchan
